license_plate,status,platform,created_at,shipped_at,sold_price,country,channel_ref,platform_fee
BW221109106442,shipped,Bol,2021-06-20T10:55:01,2021-06-20T14:01:56,38.01,NETHERLANDS,0GMP-3RHA-YTQF,7.9
BW221109106419,shipped,Bol,2021-06-20T10:54:31,2021-06-20T19:51:56,825.32,BELGIUM,HEKD-H8P4-JCH9,39.25
BW221109106402,shipped,Bol,2021-06-20T10:48:57,2021-06-20T16:38:31,42.96,NETHERLANDS,NHPK-LYQ6-PJUG,4.12
BW221109106369,shipped,Bol,2021-06-20T10:48:48,2021-06-20T14:01:51,49.09,NETHERLANDS,6GA8-H6MT-U91P,4.56
BW221109106343,shipped,Bol,2021-06-20T10:47:58,2021-06-20T16:38:31,50.24,BELGIUM,HWWW-3UUU-KCK0,7.08
BW221109106290,shipped,Bol,2021-06-20T10:47:41,2021-06-20T16:38:27,110.27,NETHERLANDS,EYHT-WYT2-BWQD,11.01
BW221109106251,shipped,Bol,2021-06-20T10:47:19,2021-06-20T16:37:00,53.33,BELGIUM,TG1U-YE69-KR0B,4.87
BW221109106248,shipped,Bva NL,2021-06-20T10:45:15,2021-06-20T19:56:35,17.55,NETHERLANDS,cf9948a2-8fd3-435f-29d2-08d931450924,
BW221109106246,shipped,Amazon,2021-08-31T06:29:05,2021-08-31T14:38:22,36.23,GERMANY,AUV5-DD73-Y5D8,3.23
BW221109106209,shipped,Bol,2021-06-20T10:41:09,2021-06-20T16:38:27,21.16,NETHERLANDS,V24M-Y5F2-4K44,4.84
BW221109106196,shipped,Bol,2021-08-31T06:11:48,2021-08-31T14:37:25,106.01,,RKKL-5XHM-DPV5,20.24
BW221109106129,shipped,Bol,2021-06-20T10:40:30,2021-06-20T16:38:26,18.35,,0QJH-DLQW-G21B,3.69
BW221109106123,shipped,Bol,2021-06-20T10:40:08,2021-06-20T16:38:26,74.47,NETHERLANDS,WBG7-X29C-D8FH,7.31
BW221109106052,shipped,Bol,2021-06-20T10:34:38,2021-06-20T14:03:20,33.83,NETHERLANDS,E0BL-HJG1-XG20,6.28
BW221109106044,shipped,Bol,2021-06-20T10:34:15,2021-06-20T16:38:28,41.96,BELGIUM,AHPU-3BCJ-UE70,4.55
BW221109106018,shipped,Bol,2021-06-20T10:33:55,2021-06-20T16:38:26,18.04,BELGIUM,AET4-RYXK-A8MR,2.53
BW221109105910,shipped,Bol,2021-06-20T10:33:37,2021-06-20T14:01:51,67.5,NETHERLANDS,NVL8-7QD5-FHC8,6.72
BW221109105893,shipped,Bol,2021-06-20T10:33:17,2021-06-20T16:38:21,15.46,BELGIUM,XX55-BY6R-MYN1,3.29
BW221109105868,shipped,Bol,2021-06-20T10:28:17,2021-06-20T16:38:24,33.85,NETHERLANDS,N0H0-TTT2-DM12,3.46
BW221109105802,shipped,Bol,2021-06-20T10:27:49,2021-06-20T14:01:50,108.03,NETHERLANDS,2B7G-AQJ8-W2UJ,10.15
BW221109105699,shipped,Bol,2021-06-20T10:27:35,2021-06-20T16:38:24,22.8,NETHERLANDS,5VG5-7WHB-4DX9,2.66
BW221109105609,shipped,Bol,2021-06-20T10:27:07,2021-06-20T19:51:56,25.36,NETHERLANDS,5EX1-6DBN-89EV,5.6
BW221109105568,shipped,Ebay,2021-06-20T10:26:56,2021-06-20T19:56:32,19.69,NETHERLANDS,6398-GRKQ-N1N9,2.07
BW221109105532,shipped,Bva NL,2021-09-30T17:24:04,2021-09-30T18:26:04,58.5,NETHERLANDS,c572a52c-704c-447f-016b-08d983dff208,
BW221109105517,shipped,Bol,2021-06-20T10:26:34,2021-06-20T16:38:26,17.07,BELGIUM,LX4M-7395-6C99,4.1
BW221109105460,shipped,Amazon,2021-06-20T10:22:24,2021-06-20T16:36:56,82.85,GERMANY,8PK4-5J92-J4VP,7.11
BW221109105455,shipped,Bol,2021-06-20T10:19:30,2021-06-20T20:05:30,167.7,NETHERLANDS,4QJ4-NQWB-7T4B,16.22
BW221109105440,shipped,Ebay,2021-06-20T10:19:29,2021-06-20T16:36:55,247.72,FRANCE,HR5N-Y5XH-59Q9,21.16
BW221109105429,shipped,Bol,2021-06-20T10:19:19,2021-06-20T16:38:24,19.36,BELGIUM,V91U-MJLP-RMKC,4.51
BW221109105428,shipped,Bol,2021-09-30T14:12:09,2021-09-30T18:31:20,188.53,NETHERLANDS,JK0G-VPUH-4N61,16.69
BW221109105379,shipped,Amazon,2021-06-20T10:15:12,2021-06-20T16:36:58,56.08,FRANCE,H8QV-0RYT-XYKP,10.4
BW221109105263,shipped,Amazon,2021-06-20T10:15:08,2021-06-20T19:50:39,61.77,GERMANY,44MX-WTKQ-HQL3,11.48
BW221109105161,shipped,Amazon,2021-06-20T10:15:08,2021-06-20T14:01:52,25.19,GERMANY,APB5-E9JL-CRWQ,4.29
BW221109105149,shipped,Amazon,2021-06-20T10:15:08,2021-06-20T16:36:55,559.04,GERMANY,J0TN-EWT5-RN8L,46.78
BW221109105130,shipped,Bol,2021-06-20T10:13:55,2021-06-20T19:51:55,56.32,BELGIUM,R20K-1N8V-AL8P,5.09
BW221109104968,shipped,Bol,2021-06-20T10:13:35,2021-06-20T14:01:55,32.74,NETHERLANDS,0Q54-H6U1-E0TL,3.38
BW221109104960,shipped,Bol,2021-06-20T10:13:19,2021-06-20T19:51:53,263.8,NETHERLANDS,YLL5-DWF5-EDUL,20.15
BW221109104946,shipped,Bol,2021-06-20T10:12:59,2021-06-20T19:51:53,54.43,NETHERLANDS,D3EW-BP4T-5H2F,4.95
BW221109104925,shipped,Bol,2021-06-20T10:12:33,2021-06-20T19:51:54,208.9,BELGIUM,VAGX-TP2E-REUB,33.86
BW221109104920,shipped,Bol,2022-09-28T12:11:43,2022-09-28T14:24:56,39.6,NETHERLANDS,Y7J4-DV02-GW62,3.88
BW221109104919,shipped,Bva NL,2021-08-06T08:59:02,2021-08-06T15:40:45,30.42,NETHERLANDS,5f3e8b93-62f1-4288-9a64-08d950bbc19d,
BW221109104873,shipped,Bol,2021-06-20T10:06:03,2021-06-20T16:38:21,34.58,NETHERLANDS,N5M6-9ND7-BCT2,3.51
BW221109104795,shipped,Bol,2021-06-20T10:05:44,2021-06-20T14:03:15,20.98,BELGIUM,RF8T-EVC3-FACX,4.81
BW221109104780,shipped,Bol,2021-06-20T10:05:32,2021-06-20T16:38:23,43.21,NETHERLANDS,EH1P-4VGQ-T8L3,8.84
BW221109104765,shipped,Bol,2021-06-20T10:05:03,2021-06-20T16:38:19,40.05,NETHERLANDS,QHQW-93HN-519V,8.27
BW221109104755,shipped,Bva NL,2021-07-19T06:10:05,2021-07-19T10:56:03,40.95,NETHERLANDS,a30bacee-c6c2-491a-739a-08d945c7629f,
BW221109104744,shipped,Bol,2021-06-20T09:54:35,2021-06-20T16:38:21,30.74,NETHERLANDS,7550-9F3K-18U6,3.23
BW221109104713,shipped,Bva NL,2021-06-20T09:52:08,2021-06-20T19:50:25,18.72,NETHERLANDS,91663f30-c457-444a-4b17-08d931970130,
BW221109104684,shipped,Bol,2021-08-05T21:46:48,2021-08-06T15:36:04,137.84,BELGIUM,UPHA-K5GB-DYU1,11.34
BW221109104683,shipped,Bol,2021-06-20T09:47:46,2021-06-20T19:51:53,51.32,BELGIUM,JC7E-72T3-1B5A,10.32
BW221109104609,shipped,Bol,2021-06-20T09:47:29,2021-06-20T16:38:20,23.63,BELGIUM,3B42-UAY2-RN1D,2.43
BW221109104608,shipped,Amazon,2021-06-20T09:43:12,2021-06-20T16:36:54,120.03,FRANCE,N39J-MDWX-1NWT,10.39
BW221109104584,shipped,Amazon,2021-06-20T09:43:11,2021-06-20T16:36:53,198.97,GERMANY,PNAV-3TP4-YQM5,16.78
BW221109104501,shipped,Bol,2021-06-20T09:40:53,2021-06-20T16:38:16,21.98,BELGIUM,87XM-TFH1-VXX6,2.6
BW221109104497,shipped,Bva NL,2022-01-17T16:31:01,2022-01-17T21:32:14,7.02,NETHERLANDS,78ffafbb-59e8-46a5-c3d1-08d9d7aeaab2,
BW221109104476,shipped,Bol,2021-06-20T09:40:30,2021-06-20T19:51:53,323.07,BELGIUM,VRK8-CXH6-32MK,26.45
BW221109104471,shipped,Bol,2021-06-20T09:40:26,2021-06-20T14:01:51,36.88,NETHERLANDS,P4VE-2NAK-VNAL,3.68
BW221109104456,shipped,Amazon,2021-06-20T09:36:27,2021-06-20T16:36:54,49.18,FRANCE,G6NX-WK40-BU6K,4.26
BW221109104420,shipped,Ebay,2021-06-20T09:33:49,2021-06-20T19:56:39,27.17,NETHERLANDS,DX01-D2TX-EVVU,2.86
BW221109104370,shipped,Bol,2021-06-20T09:33:34,2021-06-20T16:38:19,29.92,BELGIUM,U448-951D-R2Y4,3.17
BW221109104358,shipped,Bol,2022-05-15T22:32:48,2022-05-16T14:39:46,49.17,NETHERLANDS,QAEA-332B-H9V5,9.93
BW221109104306,shipped,Amazon,2021-08-11T19:29:12,2021-08-12T14:02:07,93.05,GERMANY,EN1R-K3E2-6RJH,7.96
BW221109104302,shipped,Bol,2021-06-20T09:27:18,2021-06-20T16:38:20,32.09,NETHERLANDS,HVAN-YEV0-XM66,3.33
BW221109104288,shipped,Bol,2021-06-20T09:26:57,2021-06-20T14:01:49,49.41,NETHERLANDS,4EWB-PNNH-XQYT,4.59
BW221109104207,shipped,Bol,2021-06-20T09:26:41,2021-06-20T16:38:18,19.4,NETHERLANDS,0VBQ-LY0D-5AEJ,2.64
BW221109104206,shipped,Bol,2021-08-11T18:39:58,2021-08-12T13:45:35,46.79,NETHERLANDS,P3LJ-DEVC-Y6VB,9.49
BW221109104127,shipped,Ebay,2021-06-20T09:26:14,2021-06-20T14:01:48,49.5,AUSTRIA,KE36-GQ2K-CE36,3.52
BW221109104102,shipped,Amazon,2021-06-20T09:22:13,2021-06-20T16:36:53,59.82,GERMANY,8Y6K-G8UK-H9AJ,11.13
BW221109104093,shipped,Bol,2021-06-20T09:20:05,2021-06-20T14:03:31,57.59,NETHERLANDS,3FXB-BRTQ-3K3E,11.45
BW221109104034,shipped,Bol,2021-06-20T09:19:42,2021-06-20T16:38:23,26.83,NETHERLANDS,5BKT-AJ99-5PAD,4.93
BW221109104026,shipped,Ebay,2021-06-20T09:19:41,2021-06-20T14:01:51,57.45,GERMANY,T4UB-QF4A-GD13,6.65
BW221109104012,shipped,Bol,2021-06-20T09:19:22,2021-06-20T19:51:52,49.52,NETHERLANDS,3GBB-8H7A-TB4D,6.6
BW221109103924,shipped,Bol,2021-06-20T09:19:22,2021-06-20T19:51:52,49.93,NETHERLANDS,MHPX-MQA3-TEEJ,6.63
BW221109103886,shipped,Amazon,2021-06-20T09:15:19,2021-06-20T16:36:52,148.13,FRANCE,17GN-CHRF-A9RH,27.46
BW221109103857,shipped,Bol,2021-06-20T09:12:34,2021-06-20T14:03:30,169.85,BELGIUM,RG28-TDNX-7G58,13.33
BW221109103853,shipped,Bol,2021-06-20T09:12:14,2021-06-20T16:38:15,31.04,NETHERLANDS,HQTQ-WUUL-RKUD,6.63
BW221109103822,shipped,Bol,2021-06-20T09:07:19,2021-06-20T14:01:45,181.08,NETHERLANDS,X785-GCMU-FYBR,13.96
BW221109103816,shipped,Bol,2021-06-20T09:07:02,2021-06-20T19:51:53,31.9,NETHERLANDS,G2UM-T7BW-9K3A,7.18
BW221109103798,shipped,Bol,2021-06-20T09:06:36,2021-06-20T19:50:22,91.34,NETHERLANDS,7ML9-LPM6-KDRR,17.58
BW221109103792,shipped,Bol,2021-06-20T09:05:59,2021-06-20T16:38:16,39.45,BELGIUM,MADB-U6J6-XK4V,3.86
BW221109103773,shipped,Bol,2021-06-20T09:05:35,2021-06-20T16:36:50,106.69,NETHERLANDS,79Q2-P4QJ-Q5HU,10.04
BW221109103760,shipped,Bol,2022-02-24T17:04:42,2022-02-24T20:52:20,26.45,NETHERLANDS,1XLW-MU4P-6LHE,5.8
BW221109103711,shipped,Amazon,2021-06-20T08:57:36,2021-06-20T16:36:52,178.81,FRANCE,TXT8-HNXW-3TQD,15.47
BW221109103626,shipped,Bol,2021-06-20T08:54:44,2021-06-20T16:38:18,67.68,BELGIUM,NG8G-GJGC-Y0WN,13.28
BW221109103599,shipped,Bol,2021-06-20T08:54:24,2021-06-20T16:36:50,37.85,NETHERLANDS,WC6G-RYXK-F86H,5.75
BW221109103485,shipped,Ebay,2021-06-20T08:47:38,2021-06-20T14:01:47,22.81,GERMANY,34L9-KN7F-RWG6,2.94
BW221109103427,shipped,Bol,2021-06-20T08:47:36,2021-06-20T19:51:51,46.97,BELGIUM,G2TL-1QHD-G47Q,6.41
BW221109103140,shipped,Bol,2021-06-20T08:47:23,2021-06-20T19:53:27,67.27,NETHERLANDS,KBLV-RLGD-GP7D,9.14
BW221109103051,shipped,Bol,2021-06-20T08:47:23,2021-06-20T19:53:27,67.83,NETHERLANDS,YD5C-E3T7-BQXH,9.21
BW221109102934,shipped,Bva NL,2022-01-17T10:24:10,2022-01-17T21:31:35,23.4,BELGIUM,5577f788-2230-4b82-a8d0-08d9d7ad9906,
BW221109102928,shipped,Bol,2021-06-20T08:40:24,2021-06-20T19:53:25,22.72,NETHERLANDS,XQ0A-D64N-12J7,5.12
BW221109102843,shipped,Bol,2021-07-25T18:11:45,2021-07-26T08:31:20,104.07,NETHERLANDS,M6XE-579A-7CRE,17.37
BW221109102817,shipped,Bva NL,2021-06-20T08:38:03,2021-06-20T16:36:49,53.82,NETHERLANDS,e18dec83-2083-4873-4af1-08d931970130,
BW221109102733,shipped,Bol,2022-08-11T10:19:01,2022-08-11T20:28:52,105.17,NETHERLANDS,KUKM-X2EH-DU5U,8.64
BW221109102713,shipped,Amazon,2021-06-20T08:36:07,2021-06-20T16:36:51,11.14,GERMANY,7P40-3T2E-J0P4,2.44
BW221109102626,shipped,Bol,2021-06-20T08:35:23,2021-06-20T19:53:25,22.69,NETHERLANDS,HC1K-GLTW-95XK,4.57
BW221109102601,shipped,Bol,2021-06-20T08:34:52,2021-06-20T19:53:22,21.71,NETHERLANDS,PC0E-KH28-QN0P,2.58
BW221109102588,shipped,Bol,2021-06-20T08:34:38,2021-06-20T19:51:51,39.72,NETHERLANDS,RW49-GKUB-GPU2,6.77
BW221109102387,shipped,Bol,2021-06-20T08:34:17,2021-06-20T16:38:13,74.47,NETHERLANDS,D3EW-W9MD-Q73L,7.31
BW221109102285,shipped,Bol,2021-06-20T08:33:55,2021-06-20T16:38:11,23.32,NETHERLANDS,WT1W-3DJ0-Q8KQ,6.67
BW221109102273,shipped,Ebay,2021-06-20T08:33:43,2021-06-20T14:01:39,13.74,GERMANY,U1P1-ARP1-NH9M,1.97
BW221109102233,shipped,Ebay,2021-06-20T08:33:43,2021-06-20T14:01:39,16.62,GERMANY,3J07-ENKL-M3X4,2.28
BW221109102180,shipped,Bol,2021-06-20T08:33:33,2021-06-20T16:38:14,19.34,NETHERLANDS,3EWN-YYRA-N589,4.51
BW221109102037,shipped,Bol,2021-06-20T08:26:50,2021-06-20T16:38:12,26.49,NETHERLANDS,787V-B9W2-BC4B,5.81
BW221109102028,shipped,Bol,2021-06-20T08:26:41,2021-06-20T16:38:11,70.32,NETHERLANDS,TPY4-HJF0-7XK9,6.11
BW221109102026,shipped,Ebay,2021-06-20T08:26:32,2021-06-20T14:01:38,239.48,FRANCE,NFE3-MD01-BVEF,19
BW221109101997,shipped,Bol,2021-06-20T08:26:06,2021-06-20T16:36:48,53.9,BELGIUM,JKCV-8G3J-AKRM,10.78
BW221109101977,shipped,Amazon,2021-06-20T08:22:32,2021-06-20T14:01:40,311.01,FRANCE,C2PX-MP16-3WN6,57.66
BW221109101948,shipped,Amazon,2021-06-20T08:22:32,2021-06-20T14:01:40,218.78,FRANCE,CGMF-KGPA-H232,18.93
BW221109101933,shipped,Amazon,2021-06-20T08:22:32,2021-06-20T14:01:39,32.46,FRANCE,XNX2-Y52L-BEDU,2.81
BW221109101901,shipped,Bol,2021-06-20T08:20:55,2021-06-20T16:38:15,22.25,NETHERLANDS,7XX4-RET2-DPKU,2.62
BW221109101869,shipped,Bol,2022-10-05T04:53:41,2022-10-05T13:11:54,42.92,NETHERLANDS,7JHB-TL7Q-HXAE,4.64
BW221109101857,shipped,Bol,2021-06-20T08:20:28,2021-06-20T19:51:49,18.12,NETHERLANDS,JUHX-YXLH-H37R,3.19
BW221109101830,shipped,Bol,2021-06-20T08:20:08,2021-06-20T16:38:11,135.45,NETHERLANDS,B154-VLMG-X89A,12.47
BW221109101798,shipped,Bol,2022-05-05T12:53:42,2022-05-05T16:45:45,102.31,BELGIUM,GG7K-ELE8-AG45,17.09
BW221109101780,shipped,Ebay,2021-06-20T08:19:47,2021-06-20T14:01:39,46.71,FRANCE,8A0H-VX65-4YAM,3.97
BW221109101763,shipped,Bol,2021-06-20T08:19:15,2021-06-20T16:38:18,18.97,NETHERLANDS,7PJE-68R3-U63X,4.44
BW221109101751,shipped,Amazon,2021-06-20T08:15:28,2021-06-20T16:36:50,585.48,FRANCE,EFFX-VDCW-F1TV,108.55
BW221109101750,shipped,Amazon,2021-06-20T08:15:24,2021-06-20T16:36:49,110.42,AUSTRIA,1U4J-EWEQ-G3B9,9.49
BW221109101714,shipped,Amazon,2021-06-20T08:15:24,2021-06-20T14:01:39,23.14,,7BDW-16KE-K15R,5.39
BW221109101710,shipped,Bol,2021-06-20T08:13:11,2021-06-20T16:38:14,160.55,NETHERLANDS,44CM-NM3M-MWX2,12.66
BW221109101645,shipped,Bol,2021-06-20T08:12:51,2021-06-20T16:38:10,41.88,NETHERLANDS,0RJ5-K0JB-62B7,6.07
BW221109101587,shipped,Bol,2021-06-20T08:12:33,2021-06-20T16:38:09,45.98,NETHERLANDS,1T61-X51X-ER26,4.89
BW221109101584,shipped,Bol,2021-06-20T08:12:07,2021-06-20T19:51:50,78.87,BELGIUM,BCVK-4UG5-DVKW,5.77
BW221109101582,shipped,Bol,2021-06-20T08:07:50,2021-06-20T16:38:13,39.36,NETHERLANDS,HJ4C-CVDT-CLYQ,8.62
BW221109101530,shipped,Bol,2021-06-20T08:07:36,2021-06-20T16:38:09,57.98,NETHERLANDS,PU6T-3N0W-WEQT,5.91
BW221109101462,shipped,Bol,2021-06-20T08:07:15,2021-06-20T16:38:06,57.36,NETHERLANDS,8F5Q-YPBX-Q4WL,4.47
BW221109101448,shipped,Bol,2021-06-20T08:07:00,2021-06-20T19:51:49,24.26,NETHERLANDS,YUTL-83UC-EEV9,3.06
BW221109101350,shipped,Bol,2021-06-20T08:06:31,2021-06-20T16:38:06,20.61,NETHERLANDS,LND2-E0F1-F463,4.74
BW221109101324,shipped,Bol,2021-06-20T08:06:08,2021-06-20T19:51:50,37.5,NETHERLANDS,Q8D2-9UMH-JP8P,5.39
BW221109101284,shipped,Bol,2021-06-20T08:06:08,2021-06-20T19:51:50,37.5,NETHERLANDS,6D14-DJ53-0WBV,5.39
BW221109101211,shipped,Bol,2021-06-20T08:05:51,2021-06-20T19:58:07,186.74,NETHERLANDS,68QR-19TG-HK9M,30.37
BW221109101123,shipped,Bol,2021-06-20T08:05:33,2021-06-20T16:38:07,36.9,NETHERLANDS,12TX-WAAM-QAWA,3.68
BW221109101058,shipped,Bol,2021-06-20T08:05:10,2021-06-20T16:36:48,153.28,NETHERLANDS,64AV-4NPA-TANC,13.98
BW221109101013,shipped,Bol,2021-06-20T07:55:12,2021-06-20T19:50:23,62.92,NETHERLANDS,W512-LVCX-4KVV,5.57
BW221109100994,shipped,Bol,2021-06-20T07:54:52,2021-06-20T16:38:06,55.86,NETHERLANDS,G7HD-B17E-D0Y5,6.07
BW221109100948,shipped,Bol,2021-07-25T12:33:09,2021-07-26T08:31:18,84.09,NETHERLANDS,30BH-RR76-HW0G,8.12
BW221109100925,shipped,Bol,2021-06-20T07:48:12,2021-06-20T16:38:10,102.96,,YQML-ET1G-1K9B,9.72
BW221109100862,shipped,Bol,2021-06-20T07:47:47,2021-06-20T16:36:47,60.59,NETHERLANDS,HL2H-NJH9-14UP,5.4
BW221109100825,shipped,Bol,2021-06-20T07:47:28,2021-06-20T16:38:07,52.68,NETHERLANDS,KQV4-M2AK-8EJ3,10.56
BW221109100809,shipped,Bol,2021-06-20T07:47:14,2021-06-20T19:51:48,244.79,NETHERLANDS,FFAE-WRAU-0HPW,20.77
BW221109100783,shipped,Bol,2021-06-20T07:40:41,2021-06-20T19:51:50,180.43,BELGIUM,NR92-UY0W-A3AC,16.1
BW221109100754,shipped,Bol,2021-06-20T07:40:12,2021-06-20T19:53:22,22.47,NETHERLANDS,WYGF-X93F-1GHQ,5.08
BW221109100732,shipped,Amazon,2021-06-20T07:36:17,2021-06-20T19:50:24,249.71,FRANCE,5WX7-99JD-H66K,25.3
BW221109100688,shipped,Bol,2021-06-20T07:33:18,2021-06-20T14:01:37,26.79,NETHERLANDS,N309-76LB-3NMU,2.94
BW221109100659,shipped,Bol,2021-06-20T07:26:49,2021-06-20T19:53:22,40.72,NETHERLANDS,RLUG-CUB5-JJ3G,4.7
BW221109100657,shipped,Bol,2021-06-20T07:26:40,2021-06-20T16:36:46,239.21,NETHERLANDS,KVD3-2KEV-7UNH,20.37
BW221109100586,shipped,Ebay,2021-06-20T07:26:30,2021-06-20T16:36:46,189.33,GERMANY,U3J3-20TL-2V5C,11.56
BW221109100542,shipped,Bol,2021-06-20T07:26:13,2021-06-20T16:36:45,215.49,BELGIUM,D14C-AT30-NHU8,18.64
BW221109100530,shipped,Amazon,2021-06-20T07:15:10,2021-06-20T16:36:47,36.75,FRANCE,PG0V-QT64-JM6E,6.81
BW221109100505,shipped,Bol,2021-06-20T07:12:12,2021-06-20T19:53:22,30.86,NETHERLANDS,RUPM-GGB0-6H46,5.24
BW221109100468,shipped,Amazon,2022-03-25T07:22:16,2022-03-25T15:47:10,49.12,GERMANY,A3QA-T7D0-KXAP,4.3
BW221109100459,shipped,Bol,2021-06-20T07:05:38,2021-06-20T19:53:20,46.07,NETHERLANDS,M9U6-FLDU-FCLE,4.9
BW221109100458,shipped,Ebay,2021-06-20T06:54:31,2021-06-20T16:36:45,32.04,GERMANY,KB9H-P57L-04AH,2.21
BW221109100422,shipped,Bol,2021-06-20T06:54:21,2021-06-20T19:53:21,76.22,NETHERLANDS,04J9-6AK4-N6NB,6.53
BW221109100364,shipped,Bol,2021-09-14T16:11:58,2021-09-14T18:20:53,46.1,BELGIUM,WUF0-FJ07-T8T9,4.35
BW221109100325,shipped,Bol,2021-06-20T06:47:14,2021-06-20T19:53:21,40.84,NETHERLANDS,AJPF-70QR-2APW,8.41
BW221109100309,cancelled,Amazon,2022-03-24T13:37:46,,49.45,,J5KH-PYCP-5PJM,
BW221109100308,shipped,Amazon,2021-06-20T06:43:06,2021-06-20T16:36:45,34.03,GERMANY,6L7K-M6KB-96V5,
BW221109100258,shipped,Bol,2021-06-20T06:40:25,2021-06-20T16:36:44,23.63,NETHERLANDS,A50Q-BTUD-55EG,4.46
BW221109100213,shipped,Bol,2021-06-20T06:33:13,2021-06-20T14:03:04,18.98,NETHERLANDS,RYDR-3R5W-RLJP,4.84
BW221109100123,shipped,Bol,2021-11-24T17:04:50,2021-11-24T20:46:03,28.79,NETHERLANDS,XKMW-9D1A-2QJB,3.44
BW221109100053,shipped,Bol,2021-06-20T06:26:34,2021-06-20T20:05:24,93.17,BELGIUM,RBRW-JTCE-CTL3,17.91
BW221109100019,shipped,Bol,2021-06-20T06:26:11,2021-06-20T19:58:04,118.13,BELGIUM,0E61-TW79-AE4W,14.84
BW221109100008,shipped,Ebay,2021-06-20T06:19:37,2021-06-20T14:01:36,259.4,FRANCE,H5CM-ERTN-8FKP,18.03
BW221109099953,shipped,Ebay,2021-06-20T06:19:37,2021-06-20T16:36:43,93.87,GERMANY,G5G5-1AEP-14D9,5.88
BW221109099946,shipped,Ebay,2021-06-20T06:19:37,2021-06-20T16:36:43,104.49,NETHERLANDS,EU2V-EVH8-H0B3,11
BW221109099929,shipped,Bol,2021-09-06T09:39:49,2021-09-06T12:46:08,34.44,NETHERLANDS,5XMH-PM6D-MVJ2,7.25
BW221109099924,shipped,Bva NL,2021-06-20T06:10:04,2021-06-20T19:56:33,17.55,NETHERLANDS,e70d0e96-5636-418d-28da-08d931450924,
BW221109099915,shipped,Bol,2021-06-20T06:05:56,2021-06-20T19:51:47,15.12,BELGIUM,9TGG-DRR1-V8QG,3.22
BW221109099904,shipped,Bol,2021-06-20T06:05:30,2021-06-20T20:05:23,69.45,BELGIUM,HBLK-6U1X-D62V,8.04
BW221109099868,shipped,Bol,2021-06-20T06:05:11,2021-06-20T19:53:19,64.36,NETHERLANDS,0K52-F7WD-WDYE,6.84
BW221109099780,shipped,Bva NL,2022-08-03T07:59:12,2022-08-03T18:43:35,237.51,NETHERLANDS,e6de489f-8c07-4bb5-3620-08da7457bff4,
BW221109099710,shipped,Bol,2021-06-20T05:54:40,2021-06-20T19:51:47,175.93,BELGIUM,FQB0-09RT-1BBG,13.77
BW221109099708,shipped,Bva NL,2021-06-22T22:24:03,2021-06-23T11:41:50,117,NETHERLANDS,a4ab5c7b-1e26-48e7-82c7-08d934e23fe9,
BW221109099703,shipped,Ebay,2021-06-20T05:54:13,2021-06-20T16:36:43,159.45,GERMANY,C7X8-E24V-FHVQ,9.79
BW221109099596,shipped,Ebay,2021-06-20T05:48:03,2021-06-20T16:36:41,191.58,GERMANY,QN29-NLCB-12AX,11.7
BW221109099594,shipped,Bol,2021-06-22T22:12:22,2021-06-23T12:00:31,38.32,NETHERLANDS,N2XL-3GR2-HY4U,7.96
BW221109099587,shipped,Bol,2021-06-20T05:47:24,2021-06-20T19:53:19,62.69,NETHERLANDS,BHF8-7BG9-CV2P,5.55
BW221109099574,shipped,Bol,2021-06-20T05:26:18,2021-06-20T16:36:41,58.68,NETHERLANDS,42FH-6NPK-K8UR,5.26
BW221109099570,shipped,Bva NL,2021-06-20T05:17:12,2021-06-20T19:56:31,35.1,NETHERLANDS,ed590c5e-ab07-405e-28b6-08d931450924,
BW221109099481,shipped,Bol,2022-08-02T21:25:49,2022-08-03T18:58:19,56.39,BELGIUM,J77C-6J1E-UGNN,11.23
BW221109099476,shipped,Amazon,2021-06-20T05:15:22,2021-06-20T14:01:36,117.39,GERMANY,3LXD-7MQM-BHR3,9.99
BW221109099470,shipped,Bol,2021-06-20T05:05:13,2021-06-20T16:39:07,29.75,NETHERLANDS,GNW0-R34K-X79N,4.6
BW221109099403,shipped,Bol,2021-06-20T03:40:08,2021-06-20T19:51:46,122.61,NETHERLANDS,K1QV-6UCA-4BW1,15.84
BW221109099385,shipped,Bol,2021-06-20T03:40:08,2021-06-20T19:51:46,129.44,NETHERLANDS,DXKL-AF7C-8WC3,16.66
BW221109099378,shipped,Bol,2021-06-20T02:47:25,2021-06-20T16:38:05,22.9,BELGIUM,0RQB-2XLT-6WQ6,2.66
BW221109099370,shipped,Ebay,2021-06-20T02:40:36,2021-06-20T16:36:41,29.37,GERMANY,J1AR-Q9TB-NX8K,4.05
BW221109099344,shipped,Bol,2021-06-20T02:33:06,2021-06-20T19:53:17,39.4,NETHERLANDS,QDC3-H5M7-X3GF,8.63
BW221109099272,shipped,Bol,2021-06-20T02:26:08,2021-06-20T19:51:43,36.15,BELGIUM,DJWK-ELNG-KFEM,3.62
BW221109099239,shipped,Ebay,2021-06-20T01:19:13,2021-06-20T14:01:36,25.83,GERMANY,0Q0X-6PM5-N7JT,1.84
BW221109099184,shipped,Bol,2021-06-20T00:12:13,2021-06-20T16:38:02,7.44,BELGIUM,VX6V-NET4-FNNL,1.59
BW221109099162,shipped,Amazon,2021-06-19T23:36:12,2021-06-20T16:36:39,158.12,FRANCE,EL6P-BM7N-CB9H,29.31
